question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,single_diff,avg_diff,selected_diff,core_diff,final_diff,single_abs_error,avg_abs_error,selected_abs_error,core_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,core_gain_vs_avg,residual_gain_vs_core,final_gain_vs_avg,final_gain_vs_single,route,sequential_outcome,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action,score_calibration_applied,score_calibration_correction,score_calibration_reason,score_calibration_lookup
CO_4,ANS_CO_709,18.0,18.25,17.9,17.9,17.9,18.74,0.25,-0.1,-0.1,-0.1,0.74,0.25,0.1,0.1,0.1,0.74,0.15,0.0,-0.64,0.0,-0.64,-0.64,-0.49,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.375,0.0,0.0,0.1875,0.0,0.0625,0.9375,,True,0.8447,validation_route_score_band_correction,route:POS
CO_4,ANS_CO_700,16.0,11.75,12.0,12.0,12.0,12.0,-4.25,-4.0,-4.0,-4.0,-4.0,4.25,4.0,4.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.25,0.0,0.0,0.125,0.05,0.058333,0.941667,,False,0.8447,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_714,16.0,11.5,11.4,11.4,11.4,11.4,-4.5,-4.6,-4.6,-4.6,-4.6,4.5,4.6,4.6,4.6,4.6,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.1179,0.18,0.25,0.0625,0.316667,0.209722,0.790278,keep_baseline,False,1.8714,raise_blocked_by_core_overcredit_evidence,route:BND
CO_4,ANS_CO_717,15.0,15.75,15.8,15.8,15.8,16.64,0.75,0.8,0.8,0.8,1.64,0.75,0.8,0.8,0.8,1.64,-0.05,0.0,-0.84,0.0,-0.84,-0.84,-0.89,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,0.8447,validation_route_score_band_correction,route:POS
CO_4,ANS_CO_715,20.0,16.25,16.2,16.2,16.2,17.04,-3.75,-3.8,-3.8,-3.8,-2.96,3.75,3.8,3.8,3.8,2.96,-0.05,0.0,0.84,0.0,0.84,0.84,0.79,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,0.8447,validation_route_score_band_correction,route:POS
CO_4,ANS_CO_719,15.0,8.5,8.8,8.8,8.8,10.67,-6.5,-6.2,-6.2,-6.2,-4.33,6.5,6.2,6.2,6.2,4.33,0.3,0.0,1.87,0.0,1.87,1.87,2.17,BND,defer_human,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8498,0.36,0.4,0.5,0.466667,0.455556,0.544444,keep_baseline,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_720,20.0,11.75,11.5,11.5,13.25,13.25,-8.25,-8.5,-8.5,-6.75,-6.75,8.25,8.5,8.5,6.75,6.75,-0.25,0.0,1.75,1.75,0.0,1.75,1.5,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.3385,0.0,0.0625,0.8125,0.264583,0.379861,0.620139,accept_structured_raise,False,1.8714,raise_blocked_by_core_overcredit_evidence,route:BND
CO_4,ANS_CO_721,15.0,15.5,15.2,15.2,15.2,17.07,0.5,0.2,0.2,0.2,2.07,0.5,0.2,0.2,0.2,2.07,0.3,0.0,-1.87,0.0,-1.87,-1.87,-1.57,BND,defer_human,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.1365,0.09,0.1,0.6875,0.183333,0.323611,0.676389,keep_baseline,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_725,16.0,12.0,12.0,12.0,12.0,13.87,-4.0,-4.0,-4.0,-4.0,-2.13,4.0,4.0,4.0,4.0,2.13,0.0,0.0,1.87,0.0,1.87,1.87,1.87,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.18,0.25,0.0,0.25,0.166667,0.833333,keep_baseline,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_727,7.0,4.0,3.0,3.0,3.0,4.87,-3.0,-4.0,-4.0,-4.0,-2.13,3.0,4.0,4.0,4.0,2.13,-1.0,0.0,1.87,0.0,1.87,1.87,0.87,BND,defer_human,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.73,0.8,0.5,0.866667,0.722222,0.277778,keep_baseline,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_722,16.0,13.25,13.2,13.2,13.2,13.2,-2.75,-2.8,-2.8,-2.8,-2.8,2.75,2.8,2.8,2.8,2.8,-0.05,0.0,0.0,0.0,0.0,0.0,-0.05,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.8447,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_731,12.0,7.5,7.8,7.8,8.3,10.17,-4.5,-4.2,-4.2,-3.7,-1.83,4.5,4.2,4.2,3.7,1.83,0.3,0.0,2.37,0.5,1.87,2.37,2.67,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.45,0.5,0.125,0.516667,0.380556,0.619444,accept_structured_raise,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_730,8.0,12.0,12.5,12.5,12.5,14.37,4.0,4.5,4.5,4.5,6.37,4.0,4.5,4.5,4.5,6.37,-0.5,0.0,-1.87,0.0,-1.87,-1.87,-2.37,BND,defer_human,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.5,0.0,0.0,0.25,0.0375,0.095833,0.904167,keep_baseline,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_732,12.0,13.75,14.4,14.4,15.03,16.9,1.75,2.4,2.4,3.03,4.9,1.75,2.4,2.4,3.03,4.9,-0.65,0.0,-2.5,-0.63,-1.87,-2.5,-3.15,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.625,0.09,0.05,0.3125,0.1,0.154167,0.845833,accept_structured_raise,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_735,17.0,15.0,14.8,14.8,14.8,16.67,-2.0,-2.2,-2.2,-2.2,-0.33,2.0,2.2,2.2,2.2,0.33,-0.2,0.0,1.87,0.0,1.87,1.87,1.67,BND,defer_human,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.25,0.09,0.125,0.125,0.1625,0.1375,0.8625,,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_737,16.0,11.0,11.0,11.0,11.0,11.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.18,0.25,0.0,0.3,0.183333,0.816667,keep_baseline,False,1.8714,raise_blocked_by_core_overcredit_evidence,route:BND
CO_4,ANS_CO_740,3.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.64,0.7,0.0,0.7,0.466667,0.533333,keep_baseline,False,1.8714,raise_blocked_by_core_overcredit_evidence,route:BND
CO_4,ANS_CO_742,8.0,6.0,5.3,5.3,5.3,7.17,-2.0,-2.7,-2.7,-2.7,-0.83,2.0,2.7,2.7,2.7,0.83,-0.7,0.0,1.87,0.0,1.87,1.87,1.17,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.066667,0.105556,0.894444,keep_baseline,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_743,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.91,0.9,0.0,0.9,0.6,0.4,keep_baseline,False,1.8714,raise_blocked_by_core_overcredit_evidence,route:BND
CO_4,ANS_CO_741,15.0,18.0,18.0,18.0,18.0,18.84,3.0,3.0,3.0,3.0,3.84,3.0,3.0,3.0,3.0,3.84,0.0,0.0,-0.84,0.0,-0.84,-0.84,-0.84,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,0.8447,validation_route_score_band_correction,route:POS
CO_4,ANS_CO_747,8.0,0.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.18,0.2,0.0,0.2,0.133333,0.866667,keep_baseline,False,1.8714,raise_blocked_by_core_overcredit_evidence,route:BND
CO_4,ANS_CO_751,6.0,6.0,6.3,6.3,5.55,5.55,0.0,0.3,0.3,-0.45,-0.45,0.0,0.3,0.3,0.45,0.45,-0.3,0.0,-0.15,-0.15,0.0,-0.15,-0.45,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.45,0.45,0.25,0.483333,0.394444,0.605556,accept_structured_lower,False,1.8714,raise_blocked_by_core_overcredit_evidence,route:BND
CO_4,ANS_CO_748,14.0,9.5,9.5,9.5,9.5,9.5,-4.5,-4.5,-4.5,-4.5,-4.5,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.09,0.1,0.0,0.1,0.066667,0.933333,,False,0.8447,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_753,9.0,7.0,7.3,7.3,7.3,9.17,-2.0,-1.7,-1.7,-1.7,0.17,2.0,1.7,1.7,1.7,0.17,0.3,0.0,1.53,0.0,1.53,1.53,1.83,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.27,0.35,0.25,0.458333,0.352778,0.647222,keep_baseline,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_752,15.0,15.25,14.9,14.9,15.4,17.27,0.25,-0.1,-0.1,0.4,2.27,0.25,0.1,0.1,0.4,2.27,0.15,0.0,-2.17,-0.3,-1.87,-2.17,-2.02,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.375,0.0,0.0,0.1875,0.2,0.129167,0.870833,accept_structured_raise,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_754,20.0,16.5,16.9,16.9,16.9,18.77,-3.5,-3.1,-3.1,-3.1,-1.23,3.5,3.1,3.1,3.1,1.23,0.4,0.0,1.87,0.0,1.87,1.87,2.27,BND,defer_human,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.375,0.0,0.0,0.1875,0.1125,0.1,0.9,keep_baseline,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_756,17.0,10.75,10.6,10.6,11.6,13.47,-6.25,-6.4,-6.4,-5.4,-3.53,6.25,6.4,6.4,5.4,3.53,-0.15,0.0,2.87,1.0,1.87,2.87,2.72,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.125,0.27,0.35,0.0625,0.4375,0.283333,0.716667,accept_structured_raise,True,1.8714,validation_route_score_band_correction,route:BND
CO_4,ANS_CO_757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_baseline,False,1.8714,raise_blocked_by_core_overcredit_evidence,route:BND
