question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,single_diff,avg_diff,selected_diff,core_diff,final_diff,single_abs_error,avg_abs_error,selected_abs_error,core_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,core_gain_vs_avg,residual_gain_vs_core,final_gain_vs_avg,final_gain_vs_single,route,sequential_outcome,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action,score_calibration_applied,score_calibration_correction,score_calibration_reason,score_calibration_lookup
CO_3,ANS_CO_166,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_165,8.0,8.5,8.5,8.5,8.5,8.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_169,7.0,7.5,7.5,7.5,7.5,7.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_168,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_171,9.0,7.5,7.5,7.5,7.5,7.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_170,7.0,3.5,3.7,3.7,3.7,3.7,-3.5,-3.3,-3.3,-3.3,-3.3,3.5,3.3,3.3,3.3,3.3,0.2,0.0,0.0,0.0,0.0,0.0,0.2,POS,auto_accepted,True,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.1179,0.0,0.0,0.125,0.0,0.041667,0.958333,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_172,7.0,7.5,7.5,7.5,7.5,7.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_178,8.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_177,7.0,4.5,4.8,4.8,3.3,4.5,-2.5,-2.2,-2.2,-3.7,-2.5,2.5,2.2,2.2,3.7,2.5,0.3,0.0,-0.3,-1.5,1.2,-0.3,0.0,BND,auto_adjusted,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,1.2472,0.0,0.0,1.0,0.166667,0.388889,0.611111,accept_structured_lower,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_180,7.0,5.0,5.7,5.7,6.7,7.9,-2.0,-1.3,-1.3,-0.3,0.9,2.0,1.3,1.3,0.3,0.9,0.7,0.0,0.4,1.0,-0.6,0.4,1.1,BND,auto_adjusted,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.5,0.083333,0.194444,0.805556,accept_structured_raise,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_182,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_184,3.0,1.0,0.7,0.7,1.7,1.7,-2.0,-2.3,-2.3,-1.3,-1.3,2.0,2.3,2.3,1.3,1.3,-0.3,0.0,1.0,1.0,0.0,1.0,0.7,BND,auto_adjusted,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.4714,0.5,0.5,0.5,0.666667,0.555556,0.444444,accept_structured_raise,False,1.2,raise_blocked_by_core_overcredit_evidence,route:BND
CO_3,ANS_CO_188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_baseline,False,1.2,raise_blocked_by_core_overcredit_evidence,route:BND
CO_3,ANS_CO_185,7.0,3.5,3.7,3.7,3.2,3.2,-3.5,-3.3,-3.3,-3.8,-3.8,3.5,3.3,3.3,3.8,3.8,0.2,0.0,-0.5,-0.5,0.0,-0.5,-0.3,BND,auto_adjusted,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.2357,0.25,0.25,0.25,0.333333,0.277778,0.722222,accept_structured_lower,False,1.2,raise_blocked_by_core_overcredit_evidence,route:BND
CO_3,ANS_CO_191,8.0,7.5,7.5,7.5,7.5,7.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_189,9.0,6.5,6.2,6.2,6.2,7.4,-2.5,-2.8,-2.8,-2.8,-1.6,2.5,2.8,2.8,2.8,1.6,-0.3,0.0,1.2,0.0,1.2,1.2,0.9,BND,auto_kept_after_review,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.2041,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_baseline,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_193,6.0,2.5,2.8,2.8,1.3,1.3,-3.5,-3.2,-3.2,-4.7,-4.7,3.5,3.2,3.2,4.7,4.7,0.3,0.0,-1.5,-1.5,0.0,-1.5,-1.2,BND,auto_adjusted,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.25,0.083333,0.111111,0.888889,accept_structured_lower,False,1.2,raise_blocked_by_core_overcredit_evidence,route:BND
CO_3,ANS_CO_194,9.0,7.5,7.5,7.5,7.5,7.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_195,8.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_196,8.0,8.75,8.9,8.9,8.9,8.9,0.75,0.9,0.9,0.9,0.9,0.75,0.9,0.9,0.9,0.9,-0.15,0.0,0.0,0.0,0.0,0.0,-0.15,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.1179,0.0,0.0,0.125,0.0,0.041667,0.958333,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_192,9.0,6.25,6.8,6.8,6.05,7.25,-2.75,-2.2,-2.2,-2.95,-1.75,2.75,2.2,2.2,2.95,1.75,0.55,0.0,0.45,-0.75,1.2,0.45,1.0,BND,auto_adjusted,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.5401,0.0,0.0,0.625,0.083333,0.236111,0.763889,accept_structured_lower,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_197,1.0,2.0,1.8,1.8,1.3,1.3,1.0,0.8,0.8,0.3,0.3,1.0,0.8,0.8,0.3,0.3,0.2,0.0,0.5,0.5,0.0,0.5,0.7,BND,auto_adjusted,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.2357,0.5,0.625,0.25,0.625,0.5,0.5,accept_structured_lower,False,1.2,raise_blocked_by_core_overcredit_evidence,route:BND
CO_3,ANS_CO_199,8.0,6.0,6.0,6.0,6.0,6.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_203,7.0,3.5,4.0,4.0,4.5,5.7,-3.5,-3.0,-3.0,-2.5,-1.3,3.5,3.0,3.0,2.5,1.3,0.5,0.0,1.7,0.5,1.2,1.7,2.2,BND,auto_adjusted,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.4082,0.0,0.0,0.5,0.0,0.166667,0.833333,accept_structured_raise,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_204,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_201,8.0,6.5,6.6,6.6,7.6,8.8,-1.5,-1.4,-1.4,-0.4,0.8,1.5,1.4,1.4,0.4,0.8,0.1,0.0,0.6,1.0,-0.4,0.6,0.7,BND,auto_adjusted,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.3118,0.0,0.0,0.375,0.0,0.125,0.875,accept_structured_raise,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_206,8.0,7.5,7.5,7.5,7.5,7.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_207,8.0,7.5,7.2,7.2,7.95,9.15,-0.5,-0.8,-0.8,-0.05,1.15,0.5,0.8,0.8,0.05,1.15,-0.3,0.0,-0.35,0.75,-1.1,-0.35,-0.65,BND,auto_adjusted,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.3536,0.0,0.0,0.375,0.083333,0.152778,0.847222,accept_structured_raise,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_209,7.0,5.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_210,7.0,3.5,3.5,3.5,3.5,3.5,-3.5,-3.5,-3.5,-3.5,-3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_205,7.0,4.0,3.9,3.9,3.9,3.9,-3.0,-3.1,-3.1,-3.1,-3.1,3.0,3.1,3.1,3.1,3.1,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,POS,auto_accepted,True,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.1179,0.0,0.0,0.125,0.0,0.041667,0.958333,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_216,9.0,8.75,8.7,8.7,8.7,8.7,-0.25,-0.3,-0.3,-0.3,-0.3,0.25,0.3,0.3,0.3,0.3,-0.05,0.0,0.0,0.0,0.0,0.0,-0.05,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.1179,0.0,0.0,0.125,0.0,0.041667,0.958333,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_214,7.0,3.5,3.9,3.9,3.9,5.1,-3.5,-3.1,-3.1,-3.1,-1.9,3.5,3.1,3.1,3.1,1.9,0.4,0.0,1.2,0.0,1.2,1.2,1.6,BND,defer_human,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.3118,0.0,0.0,0.375,0.0,0.125,0.875,keep_baseline,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_219,7.0,5.5,5.8,5.8,5.8,7.0,-1.5,-1.2,-1.2,-1.2,0.0,1.5,1.2,1.2,1.2,0.0,0.3,0.0,1.2,0.0,1.2,1.2,1.5,BND,auto_kept_after_review,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_baseline,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_220,7.0,4.5,3.7,3.7,4.7,5.9,-2.5,-3.3,-3.3,-2.3,-1.1,2.5,3.3,3.3,2.3,1.1,-0.8,0.0,2.2,1.0,1.2,2.2,1.4,BND,auto_adjusted,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.8498,0.0,0.0,1.0,0.166667,0.388889,0.611111,accept_structured_raise,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_222,7.0,4.5,3.8,3.8,3.8,5.0,-2.5,-3.2,-3.2,-3.2,-2.0,2.5,3.2,3.2,3.2,2.0,-0.7,0.0,1.2,0.0,1.2,1.2,0.5,BND,auto_kept_after_review,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_baseline,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_221,9.0,7.5,7.5,7.5,7.5,7.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_223,6.0,7.5,6.2,6.2,8.2,9.4,1.5,0.2,0.2,2.2,3.4,1.5,0.2,0.2,2.2,3.4,1.3,0.0,-3.2,-2.0,-1.2,-3.2,-1.9,BND,auto_adjusted,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,1.0206,0.0,0.0,1.0,0.166667,0.388889,0.611111,accept_structured_raise,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_225,6.0,3.0,3.5,3.5,3.5,3.5,-3.0,-2.5,-2.5,-2.5,-2.5,3.0,2.5,2.5,2.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,BND,auto_kept_after_review,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.4082,0.0,0.0,0.5,0.083333,0.194444,0.805556,keep_baseline,False,1.2,raise_blocked_by_core_overcredit_evidence,route:BND
CO_3,ANS_CO_224,8.0,6.5,5.5,5.5,5.5,6.7,-1.5,-2.5,-2.5,-2.5,-1.3,1.5,2.5,2.5,2.5,1.3,-1.0,0.0,1.2,0.0,1.2,1.2,0.2,BND,defer_human,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.7071,0.0,0.0,0.75,0.166667,0.305556,0.694444,,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_227,9.0,7.5,7.5,7.5,7.5,7.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_226,7.0,5.5,5.2,5.2,5.2,6.4,-1.5,-1.8,-1.8,-1.8,-0.6,1.5,1.8,1.8,1.8,0.6,-0.3,0.0,1.2,0.0,1.2,1.2,0.9,BND,defer_human,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.25,0.0,0.0,0.25,0.125,0.125,0.875,keep_baseline,True,1.2,validation_route_score_band_correction,route:BND
CO_3,ANS_CO_229,3.0,1.5,1.8,1.8,1.8,1.8,-1.5,-1.2,-1.2,-1.2,-1.2,1.5,1.2,1.2,1.2,1.2,0.3,0.0,0.0,0.0,0.0,0.0,0.3,BND,defer_human,False,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.25,0.0,0.0,0.25,0.0,0.083333,0.916667,,False,1.2,raise_blocked_by_core_overcredit_evidence,route:BND
CO_3,ANS_CO_231,9.0,8.75,8.6,8.6,8.6,8.6,-0.25,-0.4,-0.4,-0.4,-0.4,0.25,0.4,0.4,0.4,0.4,-0.15,0.0,0.0,0.0,0.0,0.0,-0.15,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.125,0.0,0.0,0.125,0.0,0.041667,0.958333,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_234,6.0,3.5,3.5,3.5,3.5,3.5,-2.5,-2.5,-2.5,-2.5,-2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_235,9.0,7.5,7.5,7.5,7.5,7.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_232,7.0,7.5,7.5,7.5,7.5,7.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
CO_3,ANS_CO_236,8.0,3.5,3.5,3.5,3.5,3.5,-4.5,-4.5,-4.5,-4.5,-4.5,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,True,True,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.25,0.0,0.25,0.166667,0.833333,keep_baseline,False,1.2,raise_blocked_by_core_overcredit_evidence,route:BND
CO_3,ANS_CO_238,8.0,5.5,5.5,5.5,5.5,5.5,-2.5,-2.5,-2.5,-2.5,-2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,mixed_or_unknown,False,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,route:POS
