question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,single_diff,avg_diff,selected_diff,core_diff,final_diff,single_abs_error,avg_abs_error,selected_abs_error,core_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,core_gain_vs_avg,residual_gain_vs_core,final_gain_vs_avg,final_gain_vs_single,route,sequential_outcome,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action,score_calibration_applied,score_calibration_correction,score_calibration_reason,score_calibration_lookup
CO_4,ANS_CO_672,19.0,19.0,18.7,18.7,19.7,19.7,0.0,-0.3,-0.3,0.7,0.7,0.0,0.3,0.3,0.7,0.7,-0.3,0.0,-0.4,-0.4,0.0,-0.4,-0.7,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.066667,0.105556,0.894444,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_674,11.0,7.0,7.3,7.3,7.3,7.3,-4.0,-3.7,-3.7,-3.7,-3.7,4.0,3.7,3.7,3.7,3.7,0.3,0.0,0.0,0.0,0.0,0.0,0.3,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.29,0.2,0.25,0.233333,0.227778,0.772222,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_675,20.0,17.5,17.8,17.8,17.8,17.8,-2.5,-2.2,-2.2,-2.2,-2.2,2.5,2.2,2.2,2.2,2.2,0.3,0.0,0.0,0.0,0.0,0.0,0.3,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.0,0.041667,0.958333,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_679,14.0,14.0,14.2,14.2,14.2,14.2,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.0274,0.0,0.0,0.625,0.116667,0.247222,0.752778,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_678,9.0,8.0,7.7,7.7,8.7,8.7,-1.0,-1.3,-1.3,-0.3,-0.3,1.0,1.3,1.3,0.3,0.3,-0.3,0.0,1.0,1.0,0.0,1.0,0.7,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.2472,0.0,0.0,0.75,0.1,0.283333,0.716667,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_681,17.0,18.0,17.5,17.5,17.5,17.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.0,0.25,0.033333,0.094444,0.905556,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_683,15.0,13.0,13.5,13.5,12.0,12.0,-2.0,-1.5,-1.5,-3.0,-3.0,2.0,1.5,1.5,3.0,3.0,0.5,0.0,-1.5,-1.5,0.0,-1.5,-1.0,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.0801,0.0,0.0,0.625,0.083333,0.236111,0.763889,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_688,7.0,7.0,6.3,6.3,6.3,6.3,0.0,-0.7,-0.7,-0.7,-0.7,0.0,0.7,0.7,0.7,0.7,-0.7,0.0,0.0,0.0,0.0,0.0,-0.7,BND,defer_human,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.6997,0.14,0.15,1.0,0.35,0.5,0.5,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_689,18.0,18.0,18.3,18.3,17.55,17.55,0.0,0.3,0.3,-0.45,-0.45,0.0,0.3,0.3,0.45,0.45,-0.3,0.0,-0.15,-0.15,0.0,-0.15,-0.45,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.15,0.133333,0.866667,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_692,15.0,19.0,18.7,18.7,18.7,18.7,4.0,3.7,3.7,3.7,3.7,4.0,3.7,3.7,3.7,3.7,0.3,0.0,0.0,0.0,0.0,0.0,0.3,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.083333,0.111111,0.888889,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_685,8.0,2.0,2.7,2.7,2.12,2.12,-6.0,-5.3,-5.3,-5.88,-5.88,6.0,5.3,5.3,5.88,5.88,0.7,0.0,-0.58,-0.58,0.0,-0.58,0.12,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.14,0.225,0.5,0.4125,0.379167,0.620833,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_697,14.0,12.0,12.7,12.7,12.7,12.7,-2.0,-1.3,-1.3,-1.3,-1.3,2.0,1.3,1.3,1.3,1.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_695,19.0,15.0,15.5,15.5,13.5,13.5,-4.0,-3.5,-3.5,-5.5,-5.5,4.0,3.5,3.5,5.5,5.5,0.5,0.0,-2.0,-2.0,0.0,-2.0,-1.5,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.0801,0.14,0.1,0.625,0.183333,0.302778,0.697222,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_698,11.0,2.0,4.3,4.3,6.3,6.3,-9.0,-6.7,-6.7,-4.7,-4.7,9.0,6.7,6.7,4.7,4.7,2.3,0.0,2.0,2.0,0.0,2.0,4.3,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.6997,0.57,0.4,1.0,0.4,0.6,0.4,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_700,16.0,11.5,12.2,12.2,12.2,12.2,-4.5,-3.8,-3.8,-3.8,-3.8,4.5,3.8,3.8,3.8,3.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.0,0.375,0.083333,0.152778,0.847222,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_704,5.0,2.0,2.3,2.3,2.3,2.3,-3.0,-2.7,-2.7,-2.7,-2.7,3.0,2.7,2.7,2.7,2.7,0.3,0.0,0.0,0.0,0.0,0.0,0.3,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.71,0.5,0.125,0.5,0.375,0.625,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_703,11.0,7.0,7.0,7.0,7.0,7.0,-4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_708,9.0,13.0,13.0,13.0,13.0,13.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.14,0.35,0.0,0.35,0.233333,0.766667,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_714,16.0,10.0,13.3,13.3,17.3,17.3,-6.0,-2.7,-2.7,1.3,1.3,6.0,2.7,2.7,1.3,1.3,3.3,0.0,1.4,1.4,0.0,1.4,4.7,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,2.357,0.0,0.0,1.0,0.2,0.4,0.6,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_709,18.0,17.0,17.3,17.3,17.3,17.3,-1.0,-0.7,-0.7,-0.7,-0.7,1.0,0.7,0.7,0.7,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.3,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.033333,0.094444,0.905556,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_715,20.0,19.0,19.0,19.0,19.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_717,15.0,14.0,14.0,14.0,14.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.14,0.1,0.0,0.1,0.066667,0.933333,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_719,15.0,9.0,9.8,9.8,10.3,10.3,-6.0,-5.2,-5.2,-4.7,-4.7,6.0,5.2,5.2,4.7,4.7,0.8,0.0,0.5,0.5,0.0,0.5,1.3,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.1785,0.0,0.0,0.625,0.116667,0.247222,0.752778,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_720,20.0,16.0,17.2,17.2,15.82,15.82,-4.0,-2.8,-2.8,-4.18,-4.18,4.0,2.8,2.8,4.18,4.18,1.2,0.0,-1.38,-1.38,0.0,-1.38,-0.18,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.0274,0.0,0.0,0.625,0.083333,0.236111,0.763889,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_721,15.0,12.0,12.3,12.3,12.3,12.3,-3.0,-2.7,-2.7,-2.7,-2.7,3.0,2.7,2.7,2.7,2.7,0.3,0.0,0.0,0.0,0.0,0.0,0.3,BND,defer_human,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.14,0.1,0.25,0.1,0.15,0.85,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_725,16.0,15.0,14.8,14.8,14.8,14.8,-1.0,-1.2,-1.2,-1.2,-1.2,1.0,1.2,1.2,1.2,1.2,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.25,0.125,0.283333,0.219444,0.780556,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_722,16.0,18.0,16.8,16.8,19.8,19.8,2.0,0.8,0.8,3.8,3.8,2.0,0.8,0.8,3.8,3.8,1.2,0.0,-3.0,-3.0,0.0,-3.0,-1.8,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.3123,0.0,0.0,0.75,0.083333,0.277778,0.722222,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_727,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.43,0.3,0.0,0.3,0.2,0.8,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_731,12.0,6.0,7.0,7.0,7.0,7.0,-6.0,-5.0,-5.0,-5.0,-5.0,6.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.14,0.35,0.5,0.541667,0.463889,0.536111,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_732,12.0,16.0,16.3,16.3,16.3,16.3,4.0,4.3,4.3,4.3,4.3,4.0,4.3,4.3,4.3,4.3,-0.3,0.0,0.0,0.0,0.0,0.0,-0.3,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_735,17.0,20.0,20.0,20.0,20.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_737,16.0,10.0,13.3,13.3,15.8,15.8,-6.0,-2.7,-2.7,-0.2,-0.2,6.0,2.7,2.7,0.2,0.2,3.3,0.0,2.5,2.5,0.0,2.5,5.8,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,2.357,0.0,0.0,1.0,0.2,0.4,0.6,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_738,17.0,17.5,18.2,18.2,18.2,18.2,0.5,1.2,1.2,1.2,1.2,0.5,1.2,1.2,1.2,1.2,-0.7,0.0,0.0,0.0,0.0,0.0,-0.7,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.0,0.375,0.116667,0.163889,0.836111,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_740,3.0,2.0,2.3,2.3,1.55,1.55,-1.0,-0.7,-0.7,-1.45,-1.45,1.0,0.7,0.7,1.45,1.45,0.3,0.0,-0.75,-0.75,0.0,-0.75,-0.45,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.43,0.3,0.25,0.333333,0.294444,0.705556,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_741,15.0,17.0,17.3,17.3,17.3,17.3,2.0,2.3,2.3,2.3,2.3,2.0,2.3,2.3,2.3,2.3,-0.3,0.0,0.0,0.0,0.0,0.0,-0.3,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.14,0.15,0.25,0.15,0.183333,0.816667,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_742,8.0,6.5,6.5,6.5,6.5,6.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.29,0.2,0.0,0.2,0.133333,0.866667,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_743,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,auto_kept_after_review,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.71,0.8,0.0,0.8,0.533333,0.466667,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_747,8.0,1.0,0.3,0.3,0.3,0.3,-7.0,-7.7,-7.7,-7.7,-7.7,7.0,7.7,7.7,7.7,7.7,-0.7,0.0,0.0,0.0,0.0,0.0,-0.7,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.05,0.25,0.133333,0.144444,0.855556,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_748,14.0,7.0,8.3,8.3,12.3,12.3,-7.0,-5.7,-5.7,-1.7,-1.7,7.0,5.7,5.7,1.7,1.7,1.3,0.0,4.0,4.0,0.0,4.0,5.3,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.8856,0.43,0.3,1.0,0.3,0.533333,0.466667,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_751,6.0,10.5,9.0,9.0,7.5,7.5,4.5,3.0,3.0,1.5,1.5,4.5,3.0,3.0,1.5,1.5,1.5,0.0,1.5,1.5,0.0,1.5,3.0,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.0801,0.14,0.375,0.625,0.408333,0.469444,0.530556,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_752,15.0,12.5,12.3,12.3,12.3,12.3,-2.5,-2.7,-2.7,-2.7,-2.7,2.5,2.7,2.7,2.7,2.7,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.033333,0.052778,0.947222,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_753,9.0,8.5,9.7,9.7,7.08,7.08,-0.5,0.7,0.7,-1.92,-1.92,0.5,0.7,0.7,1.92,1.92,-0.2,0.0,-1.22,-1.22,0.0,-1.22,-1.42,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.0274,0.14,0.1,0.625,0.216667,0.313889,0.686111,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_730,8.0,14.0,16.2,16.2,17.7,17.7,6.0,8.2,8.2,9.7,9.7,6.0,8.2,8.2,9.7,9.7,-2.2,0.0,-1.5,-1.5,0.0,-1.5,-3.7,BND,auto_adjusted,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.5456,0.0,0.0,0.875,0.1,0.325,0.675,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_755,15.0,10.0,10.7,10.7,10.7,10.7,-5.0,-4.3,-4.3,-4.3,-4.3,5.0,4.3,4.3,4.3,4.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7,BND,auto_kept_after_review,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.25,0.25,0.75,keep_baseline,False,0.0,zero_correction,global:*
