question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,single_diff,avg_diff,selected_diff,core_diff,final_diff,single_abs_error,avg_abs_error,selected_abs_error,core_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,core_gain_vs_avg,residual_gain_vs_core,final_gain_vs_avg,final_gain_vs_single,route,sequential_outcome,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action,score_calibration_applied,score_calibration_correction,score_calibration_reason,score_calibration_lookup
CO_4,ANS_CO_681,17.0,19.0,18.7,18.7,18.7,18.7,2.0,1.7,1.7,1.7,1.7,2.0,1.7,1.7,1.7,1.7,0.3,0.0,0.0,0.0,0.0,0.0,0.3,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.033333,0.094444,0.905556,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_683,15.0,12.0,12.0,12.0,12.0,12.0,-3.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0625,0.0,0.083333,0.048611,0.951389,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_688,7.0,5.75,5.2,5.2,5.2,5.2,-1.25,-1.8,-1.8,-1.8,-1.8,1.25,1.8,1.8,1.8,1.8,-0.55,0.0,0.0,0.0,0.0,0.0,-0.55,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.5401,0.27,0.35,0.3125,0.383333,0.348611,0.651389,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_689,18.0,18.5,18.2,18.2,18.2,18.2,0.5,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.3,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.066667,0.063889,0.936111,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_692,15.0,18.0,17.5,17.5,17.5,17.5,3.0,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.7071,0.0,0.0,0.375,0.041667,0.138889,0.861111,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_685,8.0,2.0,2.5,2.5,2.5,2.5,-6.0,-5.5,-5.5,-5.5,-5.5,6.0,5.5,5.5,5.5,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.5,0.45,0.45,0.25,0.525,0.408333,0.591667,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_697,14.0,10.0,10.0,10.0,10.0,10.0,-4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.27,0.35,0.0,0.35,0.233333,0.766667,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_695,19.0,13.5,13.2,13.2,13.2,13.2,-5.5,-5.8,-5.8,-5.8,-5.8,5.5,5.8,5.8,5.8,5.8,-0.3,0.0,0.0,0.0,0.0,0.0,-0.3,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.09,0.1,0.25,0.208333,0.186111,0.813889,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_700,16.0,12.0,11.7,11.7,11.7,11.7,-4.0,-4.3,-4.3,-4.3,-4.3,4.0,4.3,4.3,4.3,4.3,-0.3,0.0,0.0,0.0,0.0,0.0,-0.3,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.2472,0.0,0.0,0.75,0.191667,0.313889,0.686111,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_703,11.0,7.75,6.2,6.2,6.2,6.2,-3.25,-4.8,-4.8,-4.8,-4.8,3.25,4.8,4.8,4.8,4.8,-1.55,0.0,0.0,0.0,0.0,0.0,-1.55,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.1365,0.0,0.0,0.6875,0.125,0.270833,0.729167,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_704,5.0,1.0,1.0,1.0,1.0,1.0,-4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.82,0.9,0.0,0.9,0.6,0.4,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_708,9.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.45,0.5,0.0,0.533333,0.344444,0.655556,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_698,11.0,2.0,4.0,4.0,4.0,5.21,-9.0,-7.0,-7.0,-7.0,-5.79,9.0,7.0,7.0,7.0,5.79,2.0,0.0,1.21,0.0,1.21,1.21,3.21,BND,defer_human,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.472,0.09,0.1,0.875,0.216667,0.397222,0.602778,keep_baseline,True,1.2062,validation_route_score_band_correction,global:*
CO_4,ANS_CO_709,18.0,18.0,17.3,17.3,17.3,17.3,0.0,-0.7,-0.7,-0.7,-0.7,0.0,0.7,0.7,0.7,0.7,-0.7,0.0,0.0,0.0,0.0,0.0,-0.7,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.0,0.375,0.075,0.15,0.85,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_714,16.0,13.0,13.8,13.8,13.8,13.8,-3.0,-2.2,-2.2,-2.2,-2.2,3.0,2.2,2.2,2.2,2.2,0.8,0.0,0.0,0.0,0.0,0.0,0.8,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6124,0.0,0.0,0.375,0.041667,0.138889,0.861111,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_715,20.0,19.0,19.2,19.2,19.2,19.2,-1.0,-0.8,-0.8,-0.8,-0.8,1.0,0.8,0.8,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.0,0.041667,0.958333,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_717,15.0,14.5,13.4,13.4,13.4,14.39,-0.5,-1.6,-1.6,-1.6,-0.61,0.5,1.6,1.6,1.6,0.61,-1.1,0.0,0.99,0.0,0.99,0.99,-0.11,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.1961,0.09,0.1625,0.6875,0.25,0.366667,0.633333,,True,0.9879,validation_route_score_band_correction,route:POS
CO_4,ANS_CO_719,15.0,12.0,11.8,11.8,11.8,11.8,-3.0,-3.2,-3.2,-3.2,-3.2,3.0,3.2,3.2,3.2,3.2,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.18,0.15,0.125,0.216667,0.163889,0.836111,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_721,15.0,13.5,13.2,13.2,13.2,14.19,-1.5,-1.8,-1.8,-1.8,-0.81,1.5,1.8,1.8,1.8,0.81,-0.3,0.0,0.99,0.0,0.99,0.99,0.69,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.09,0.1,0.125,0.141667,0.122222,0.877778,,True,0.9879,validation_route_score_band_correction,route:POS
CO_4,ANS_CO_722,16.0,16.5,15.7,15.7,15.7,16.69,0.5,-0.3,-0.3,-0.3,0.69,0.5,0.3,0.3,0.3,0.69,0.2,0.0,-0.39,0.0,-0.39,-0.39,-0.19,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.1785,0.0,0.0,0.625,0.15,0.258333,0.741667,,True,0.9879,validation_route_score_band_correction,route:POS
CO_4,ANS_CO_725,16.0,12.0,12.0,12.0,12.0,12.0,-4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.09,0.125,0.0,0.125,0.083333,0.916667,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_727,7.0,4.0,3.3,3.3,3.3,3.3,-3.0,-3.7,-3.7,-3.7,-3.7,3.0,3.7,3.7,3.7,3.7,-0.7,0.0,0.0,0.0,0.0,0.0,-0.7,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.73,0.8,0.25,0.833333,0.627778,0.372222,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_720,20.0,13.0,13.5,13.5,13.5,13.5,-7.0,-6.5,-6.5,-6.5,-6.5,7.0,6.5,6.5,6.5,6.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.0,0.25,0.1875,0.145833,0.854167,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_731,12.0,8.0,8.0,8.0,8.0,8.0,-4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.45,0.5,0.0,0.5,0.333333,0.666667,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_730,8.0,14.0,13.8,13.8,13.8,13.8,6.0,5.8,5.8,5.8,5.8,6.0,5.8,5.8,5.8,5.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.041667,0.055556,0.944444,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_732,12.0,12.0,13.7,13.7,14.2,14.2,0.0,1.7,1.7,2.2,2.2,0.0,1.7,1.7,2.2,2.2,-1.7,0.0,-0.5,-0.5,0.0,-0.5,-2.2,BND,auto_adjusted,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.4337,0.09,0.05,0.875,0.158333,0.361111,0.638889,accept_structured_raise,False,1.2062,raise_blocked_by_core_overcredit_evidence,global:*
CO_4,ANS_CO_735,17.0,18.0,17.8,17.8,17.8,17.8,1.0,0.8,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.0,0.041667,0.958333,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_738,17.0,18.0,17.8,17.8,17.8,17.8,1.0,0.8,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.041667,0.055556,0.944444,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_740,3.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.64,0.7,0.0,0.7,0.466667,0.533333,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_737,16.0,13.25,13.1,13.1,13.1,13.1,-2.75,-2.9,-2.9,-2.9,-2.9,2.75,2.9,2.9,2.9,2.9,-0.15,0.0,0.0,0.0,0.0,0.0,-0.15,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.0274,0.0,0.0,0.625,0.108333,0.244444,0.755556,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_742,8.0,5.0,5.3,5.3,5.3,5.3,-3.0,-2.7,-2.7,-2.7,-2.7,3.0,2.7,2.7,2.7,2.7,0.3,0.0,0.0,0.0,0.0,0.0,0.3,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.55,0.6,0.125,0.633333,0.452778,0.547222,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_741,15.0,16.5,16.5,16.5,16.5,17.49,1.5,1.5,1.5,1.5,2.49,1.5,1.5,1.5,1.5,2.49,0.0,0.0,-0.99,0.0,-0.99,-0.99,-0.99,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.0,0.25,0.033333,0.094444,0.905556,,True,0.9879,validation_route_score_band_correction,route:POS
CO_4,ANS_CO_743,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.91,0.9,0.0,0.9,0.6,0.4,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_747,8.0,0.5,0.3,0.3,0.3,0.3,-7.5,-7.7,-7.7,-7.7,-7.7,7.5,7.7,7.7,7.7,7.7,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.18,0.2,0.125,0.225,0.183333,0.816667,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_748,14.0,11.25,10.6,10.6,10.6,10.6,-2.75,-3.4,-3.4,-3.4,-3.4,2.75,3.4,3.4,3.4,3.4,-0.65,0.0,0.0,0.0,0.0,0.0,-0.65,POS,auto_accepted,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.09,0.1,0.25,0.166667,0.172222,0.827778,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_751,6.0,6.0,6.7,6.7,6.7,6.7,0.0,0.7,0.7,0.7,0.7,0.0,0.7,0.7,0.7,0.7,-0.7,0.0,0.0,0.0,0.0,0.0,-0.7,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.45,0.45,0.25,0.483333,0.394444,0.605556,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
CO_4,ANS_CO_753,9.0,8.0,7.8,7.8,7.8,7.8,-1.0,-1.2,-1.2,-1.2,-1.2,1.0,1.2,1.2,1.2,1.2,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2,POS,auto_accepted,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.45,0.5,0.125,0.5,0.375,0.625,,False,0.9879,raise_blocked_by_core_overcredit_evidence,route:POS
